Nam,Vung,Nhiet_do_Trung_binh (Celsius),Nhiet_do_Trung_binh_Cao_nhat (Celsius),Nhiet_do_Trung_binh_Thap_nhat (Celsius),Do am Tuong doi (%),Tong Luong mua (mm),LoaiCayTrong,Sanluong (nghin tan),Dientich (nghin ha),Temp_Range,Yield (tan/ha)
2010,Quang Nam,24.28,28.24,21.34,83.34,2846.15,San,189.7,13.9,6.899999999999999,13.646500251780447
2011,Quang Nam,23.02,26.42,20.42,84.52,3471.48,Khoai,32.2,5.5,6.0,5.8534811852390485
2011,Quang Nam,23.02,26.42,20.42,84.52,3471.48,Lua dong xuan,201.9,42.9,6.0,4.706184005034848
2011,Quang Nam,23.02,26.42,20.42,84.52,3471.48,Lua he thu,47.15,12.0,6.0,3.928839263394717
2011,Quang Nam,23.02,26.42,20.42,84.52,3471.48,Lua mi,5.68e-14,0.0,6.0,5.68e-11
2011,Quang Nam,23.02,26.42,20.42,84.52,3471.48,Lua mua,216.0,44.8,6.0,4.821320952657307
2011,Quang Nam,23.02,26.42,20.42,84.52,3471.48,Ngo,55.7,13.1,6.0,4.251583848561179
2011,Quang Nam,23.02,26.42,20.42,84.52,3471.48,San,214.6,15.1,6.0,14.210979405337396
2012,Quang Nam,24.19,27.93,21.39,83.22,2192.23,Khoai,31.7,5.3,6.539999999999999,5.980003772873043
2012,Quang Nam,24.19,27.93,21.39,83.22,2192.23,Lua dong xuan,236.8,43.3,6.539999999999999,5.468695873074525
2012,Quang Nam,24.19,27.93,21.39,83.22,2192.23,Lua he thu,47.15,12.0,6.539999999999999,3.928839263394717
2012,Quang Nam,24.19,27.93,21.39,83.22,2192.23,Lua mi,0.0,0.0,6.539999999999999,0.0
2012,Quang Nam,24.19,27.93,21.39,83.22,2192.23,Lua mua,210.5,45.3,6.539999999999999,4.646696540915212
2012,Quang Nam,24.19,27.93,21.39,83.22,2192.23,Ngo,58.6,13.4,6.539999999999999,4.3728079994030296
2012,Quang Nam,24.19,27.93,21.39,83.22,2192.23,San,217.0,14.3,6.539999999999999,15.173764072442486
2013,Quang Nam,23.71,27.32,20.94,83.96,3124.36,Khoai,29.4,4.9,6.379999999999999,5.99877576004897
2013,Quang Nam,23.71,27.32,20.94,83.96,3124.36,Lua dong xuan,238.2,43.1,6.379999999999999,5.526553908261989
2013,Quang Nam,23.71,27.32,20.94,83.96,3124.36,Lua he thu,47.15,12.0,6.379999999999999,3.928839263394717
2013,Quang Nam,23.71,27.32,20.94,83.96,3124.36,Lua mi,0.0,0.0,6.379999999999999,0.0
2013,Quang Nam,23.71,27.32,20.94,83.96,3124.36,Lua mua,202.1,44.8,6.379999999999999,4.511060020981675
2013,Quang Nam,23.71,27.32,20.94,83.96,3124.36,Ngo,55.5,12.7,6.379999999999999,4.369734666561688
2013,Quang Nam,23.71,27.32,20.94,83.96,3124.36,San,210.0,13.3,6.379999999999999,15.788286594992858
2014,Quang Nam,23.91,27.65,20.97,82.97,2285.23,Khoai,29.1,4.4,6.68,6.612133605998637
2014,Quang Nam,23.91,27.65,20.97,82.97,2285.23,Lua dong xuan,247.7,43.6,6.68,5.681062360955024
2014,Quang Nam,23.91,27.65,20.97,82.97,2285.23,Lua he thu,47.15,12.0,6.68,3.928839263394717
2014,Quang Nam,23.91,27.65,20.97,82.97,2285.23,Lua mi,0.0,0.0,6.68,0.0
2014,Quang Nam,23.91,27.65,20.97,82.97,2285.23,Lua mua,219.2,43.8,6.68,5.004451953151754
2014,Quang Nam,23.91,27.65,20.97,82.97,2285.23,Ngo,59.7,13.4,6.68,4.454891426012984
2014,Quang Nam,23.91,27.65,20.97,82.97,2285.23,San,214.1,12.6,6.68,16.990715022617252
2015,Quang Nam,24.38,28.47,21.18,82.57,2382.15,Khoai,28.2,4.3,7.289999999999999,6.556614740757963
2015,Quang Nam,24.38,28.47,21.18,82.57,2382.15,Lua dong xuan,240.4,43.5,7.289999999999999,5.526309740005977
2015,Quang Nam,24.38,28.47,21.18,82.57,2382.15,Lua he thu,47.15,12.0,7.289999999999999,3.928839263394717
2015,Quang Nam,24.38,28.47,21.18,82.57,2382.15,Lua mi,0.0,0.0,7.289999999999999,0.0
2015,Quang Nam,24.38,28.47,21.18,82.57,2382.15,Lua mua,220.8,45.0,7.289999999999999,4.906557632052621
2015,Quang Nam,24.38,28.47,21.18,82.57,2382.15,Ngo,57.4,13.1,7.289999999999999,4.381344935501107
2015,Quang Nam,24.38,28.47,21.18,82.57,2382.15,San,229.2,12.8,7.289999999999999,17.90485118350129
2016,Quang Nam,24.56,28.43,21.59,82.74,2979.93,Khoai,28.1,4.0,6.84,7.023244188952762
2016,Quang Nam,24.56,28.43,21.59,82.74,2979.93,Lua dong xuan,219.1,43.0,6.84,5.0952303434803845
2016,Quang Nam,24.56,28.43,21.59,82.74,2979.93,Lua he thu,47.15,12.0,6.84,3.928839263394717
2016,Quang Nam,24.56,28.43,21.59,82.74,2979.93,Lua mi,0.0,0.0,6.84,0.0
2016,Quang Nam,24.56,28.43,21.59,82.74,2979.93,Lua mua,222.6,43.7,6.84,5.093704949543489
2016,Quang Nam,24.56,28.43,21.59,82.74,2979.93,Ngo,58.2,12.6,6.84,4.618681057058963
2016,Quang Nam,24.56,28.43,21.59,82.74,2979.93,San,233.1,12.6,6.84,18.498531862550593
2017,Quang Nam,24.18,27.85,21.29,84.26,3476.62,Khoai,23.1,3.6,6.560000000000002,6.414884754234935
2017,Quang Nam,24.18,27.85,21.29,84.26,3476.62,Lua dong xuan,240.8,42.7,6.560000000000002,5.639212196435681
2017,Quang Nam,24.18,27.85,21.29,84.26,3476.62,Lua he thu,47.15,12.0,6.560000000000002,3.928839263394717
2017,Quang Nam,24.18,27.85,21.29,84.26,3476.62,Lua mi,0.0,1.42e-14,6.560000000000002,0.0
2017,Quang Nam,24.18,27.85,21.29,84.26,3476.62,Lua mua,220.3,44.1,6.560000000000002,4.995351579329267
2017,Quang Nam,24.18,27.85,21.29,84.26,3476.62,Ngo,58.9,12.6,6.560000000000002,4.67423220379335
2017,Quang Nam,24.18,27.85,21.29,84.26,3476.62,San,207.2,11.7,6.560000000000002,17.707888214682505
2018,Quang Nam,24.21,27.96,21.25,83.16,2160.96,Khoai,21.7,3116.0,6.710000000000001,0.006964054247736121
2018,Quang Nam,24.21,27.96,21.25,83.16,2160.96,Lua dong xuan,246.6,42.5,6.710000000000001,5.802216418437213
2018,Quang Nam,24.21,27.96,21.25,83.16,2160.96,Lua he thu,47.15,12.0,6.710000000000001,3.928839263394717
2018,Quang Nam,24.21,27.96,21.25,83.16,2160.96,Lua mi,0.0,0.0,6.710000000000001,0.0
2018,Quang Nam,24.21,27.96,21.25,83.16,2160.96,Lua mua,216.0,43.7,6.710000000000001,4.9426786572389645
2018,Quang Nam,24.21,27.96,21.25,83.16,2160.96,Ngo,56.5,12.0,6.710000000000001,4.707941004916257
2018,Quang Nam,24.21,27.96,21.25,83.16,2160.96,San,186.2,10.8,6.710000000000001,17.239144523655217
2019,Quang Nam,25.01,29.03,21.79,80.4,2022.62,Khoai,18.4,2655.0,7.240000000000002,0.006930317540370041
2019,Quang Nam,25.01,29.03,21.79,80.4,2022.62,Lua dong xuan,244.2,42.2,7.240000000000002,5.786592734769318
2019,Quang Nam,25.01,29.03,21.79,80.4,2022.62,Lua he thu,47.15,12.0,7.240000000000002,3.928839263394717
2019,Quang Nam,25.01,29.03,21.79,80.4,2022.62,Lua mi,0.0,0.0,7.240000000000002,0.0
2019,Quang Nam,25.01,29.03,21.79,80.4,2022.62,Lua mua,208.1,42.7,7.240000000000002,4.873422168099108
2019,Quang Nam,25.01,29.03,21.79,80.4,2022.62,Ngo,53.6,11.6,7.240000000000002,4.620291354193604
2019,Quang Nam,25.01,29.03,21.79,80.4,2022.62,San,183.9,10.5,7.240000000000002,17.512617845919436
2020,Quang Nam,24.46,28.39,21.41,82.65,3272.17,Khoai,16.8,2337.0,6.98,0.007188700389944206
2020,Quang Nam,24.46,28.39,21.41,82.65,3272.17,Lua dong xuan,246.5,41.9,6.98,5.882914488914346
2020,Quang Nam,24.46,28.39,21.41,82.65,3272.17,Lua he thu,47.15,12.0,6.98,3.928839263394717
2020,Quang Nam,24.46,28.39,21.41,82.65,3272.17,Lua mi,0.2,0.0,6.98,200.0
2020,Quang Nam,24.46,28.39,21.41,82.65,3272.17,Lua mua,205.5,41.6,6.98,4.939785101319679
2020,Quang Nam,24.46,28.39,21.41,82.65,3272.17,Ngo,55.9,11.5,6.98,4.860446917659334
2020,Quang Nam,24.46,28.39,21.41,82.65,3272.17,San,185.2,10.1,6.98,18.334818334818333
2021,Quang Nam,24.11,27.86,21.17,81.27,3216.28,Khoai,16.3,2200.0,6.689999999999998,0.007409087541323845
2021,Quang Nam,24.11,27.86,21.17,81.27,3216.28,Lua dong xuan,256.4,41.5,6.689999999999998,6.178164381581166
2021,Quang Nam,24.11,27.86,21.17,81.27,3216.28,Lua he thu,47.15,12.0,6.689999999999998,3.928839263394717
2021,Quang Nam,24.11,27.86,21.17,81.27,3216.28,Lua mi,0.0,0.0,6.689999999999998,0.0
2021,Quang Nam,24.11,27.86,21.17,81.27,3216.28,Lua mua,205.9,41.1,6.689999999999998,5.009610471764677
2021,Quang Nam,24.11,27.86,21.17,81.27,3216.28,Ngo,56.5,11.7,6.689999999999998,4.8286471241774205
2021,Quang Nam,24.11,27.86,21.17,81.27,3216.28,San,160.8,9.3,6.689999999999998,17.288463606063864
2022,Quang Nam,23.85,27.43,21.04,83.38,3346.42,Khoai,17.6,2242.7,6.390000000000001,0.007847680096455123
2022,Quang Nam,23.85,27.43,21.04,83.38,3346.42,Lua dong xuan,233.3,41.6,6.390000000000001,5.608038268310858
2022,Quang Nam,23.85,27.43,21.04,83.38,3346.42,Lua he thu,47.15,12.0,6.390000000000001,3.928839263394717
2022,Quang Nam,23.85,27.43,21.04,83.38,3346.42,Lua mi,5.68e-14,0.0,6.390000000000001,5.68e-11
2022,Quang Nam,23.85,27.43,21.04,83.38,3346.42,Lua mua,204.1,41.6,6.390000000000001,4.9061320641330735
2022,Quang Nam,23.85,27.43,21.04,83.38,3346.42,Ngo,54.9,11.6,6.390000000000001,4.7323506594259115
2022,Quang Nam,23.85,27.43,21.04,83.38,3346.42,San,157.2,8.5,6.390000000000001,18.491942124455946
2023,Quang Nam,24.44,28.15,21.61,82.5,2719.02,Khoai,19.5,2172.3,6.539999999999999,0.008976656549898012
2023,Quang Nam,24.44,28.15,21.61,82.5,2719.02,Lua dong xuan,253.6,41.5,6.539999999999999,6.110696127804149
2023,Quang Nam,24.44,28.15,21.61,82.5,2719.02,Lua he thu,47.15,12.0,6.539999999999999,3.928839263394717
2023,Quang Nam,24.44,28.15,21.61,82.5,2719.02,Lua mi,0.0,0.0,6.539999999999999,0.0
2023,Quang Nam,24.44,28.15,21.61,82.5,2719.02,Lua mua,213.7,41.4,6.539999999999999,5.161711069780923
2023,Quang Nam,24.44,28.15,21.61,82.5,2719.02,Ngo,58.1,11.6,6.539999999999999,5.008188949228515
2023,Quang Nam,24.44,28.15,21.61,82.5,2719.02,San,138.7,8.5,6.539999999999999,16.31572756146336
2024,Quang Nam,24.77,28.53,21.84,81.42,2869.63,Khoai,15.2,1855.4,6.690000000000001,0.008192299131023428
2024,Quang Nam,24.77,28.53,21.84,81.42,2869.63,Lua dong xuan,261.1,41.5,6.690000000000001,6.291414664706875
2024,Quang Nam,24.77,28.53,21.84,81.42,2869.63,Lua he thu,47.15,12.0,6.690000000000001,3.928839263394717
2024,Quang Nam,24.77,28.53,21.84,81.42,2869.63,Lua mi,0.0,0.1,6.690000000000001,0.0
2024,Quang Nam,24.77,28.53,21.84,81.42,2869.63,Lua mua,225.3,41.5,6.690000000000001,5.428784848557866
2024,Quang Nam,24.77,28.53,21.84,81.42,2869.63,Ngo,59.1,11.7,6.690000000000001,5.0508503546705406
2024,Quang Nam,24.77,28.53,21.84,81.42,2869.63,San,145.9,8.5,6.690000000000001,17.16268674273615
1995,Quang Ngai,24.32,27.95,21.48,82.67,2814.16,Khoai,33.8,7.7,6.469999999999999,4.389040384365667
1995,Quang Ngai,24.32,27.95,21.48,82.67,2814.16,Lua dong xuan,96.5,34.3,6.469999999999999,2.8133290574618814
1995,Quang Ngai,24.32,27.95,21.48,82.67,2814.16,Lua he thu,90.6,24.3,6.469999999999999,3.728241636146661
1995,Quang Ngai,24.32,27.95,21.48,82.67,2814.16,Lua mi,0.0,0.0,6.469999999999999,0.0
1995,Quang Ngai,24.32,27.95,21.48,82.67,2814.16,Lua mua,64.8,28.9,6.469999999999999,2.242136950278537
1995,Quang Ngai,24.32,27.95,21.48,82.67,2814.16,Ngo,8.5,4.5,6.469999999999999,1.8884692290602088
1995,Quang Ngai,24.32,27.95,21.48,82.67,2814.16,San,71.8,11.0,6.469999999999999,6.526679392782475
1996,Quang Ngai,24.23,27.7,21.49,83.43,3202.2,Khoai,25.2,5.9,6.210000000000001,4.270462633451957
1996,Quang Ngai,24.23,27.7,21.49,83.43,3202.2,Lua dong xuan,118.8,34.1,6.210000000000001,3.4837688044338875
1996,Quang Ngai,24.23,27.7,21.49,83.43,3202.2,Lua he thu,97.9,24.1,6.210000000000001,4.062072113190324
1996,Quang Ngai,24.23,27.7,21.49,83.43,3202.2,Lua mi,0.0,0.0,6.210000000000001,0.0
1996,Quang Ngai,24.23,27.7,21.49,83.43,3202.2,Lua mua,84.4,31.3,6.210000000000001,2.696399476055078
1996,Quang Ngai,24.23,27.7,21.49,83.43,3202.2,Ngo,12.4,4.9,6.210000000000001,2.530095898796164
1996,Quang Ngai,24.23,27.7,21.49,83.43,3202.2,San,72.5,11.4,6.210000000000001,6.3590913077800195
1997,Quang Ngai,24.69,28.4,21.81,82.16,2291.79,Khoai,26.0,5.3,6.59,4.904734955668742
1997,Quang Ngai,24.69,28.4,21.81,82.16,2291.79,Lua dong xuan,127.4,34.6,6.59,3.6819745094072425
1997,Quang Ngai,24.69,28.4,21.81,82.16,2291.79,Lua he thu,97.7,24.1,6.59,4.053773702336002
1997,Quang Ngai,24.69,28.4,21.81,82.16,2291.79,Lua mi,0.0,0.0,6.59,0.0
1997,Quang Ngai,24.69,28.4,21.81,82.16,2291.79,Lua mua,64.0,31.3,6.59,2.0446631098047985
1997,Quang Ngai,24.69,28.4,21.81,82.16,2291.79,Ngo,14.4,5.4,6.59,2.666172930938715
1997,Quang Ngai,24.69,28.4,21.81,82.16,2291.79,San,78.7,10.5,6.59,7.494524331016094
1998,Quang Ngai,25.49,29.33,22.59,81.68,3077.55,Khoai,20.0,4.6,6.739999999999998,4.346881112801565
1998,Quang Ngai,25.49,29.33,22.59,81.68,3077.55,Lua dong xuan,124.4,34.3,6.739999999999998,3.6267164222617416
1998,Quang Ngai,25.49,29.33,22.59,81.68,3077.55,Lua he thu,93.2,23.6,6.739999999999998,3.9489852124909963
1998,Quang Ngai,25.49,29.33,22.59,81.68,3077.55,Lua mi,5.68e-14,0.0,6.739999999999998,5.68e-11
1998,Quang Ngai,25.49,29.33,22.59,81.68,3077.55,Lua mua,88.3,29.7,6.739999999999998,2.97296387327026
1998,Quang Ngai,25.49,29.33,22.59,81.68,3077.55,Ngo,13.2,6.2,6.739999999999998,2.1286889211417512
1998,Quang Ngai,25.49,29.33,22.59,81.68,3077.55,San,39.1,10.9,6.739999999999998,3.5868268966149897
1999,Quang Ngai,24.45,27.77,21.89,83.9,3585.7,Khoai,20.8,4.3,5.879999999999999,4.836084631481051
1999,Quang Ngai,24.45,27.77,21.89,83.9,3585.7,Lua dong xuan,134.2,34.2,5.879999999999999,3.9238618753837606
1999,Quang Ngai,24.45,27.77,21.89,83.9,3585.7,Lua he thu,105.3,24.3,5.879999999999999,4.333155014196946
1999,Quang Ngai,24.45,27.77,21.89,83.9,3585.7,Lua mi,5.68e-14,0.0,5.879999999999999,5.68e-11
1999,Quang Ngai,24.45,27.77,21.89,83.9,3585.7,Lua mua,95.4,30.7,5.879999999999999,3.107390638741409
1999,Quang Ngai,24.45,27.77,21.89,83.9,3585.7,Ngo,13.7,6.3,5.879999999999999,2.174258054277099
1999,Quang Ngai,24.45,27.77,21.89,83.9,3585.7,San,53.9,8.2,5.879999999999999,6.572369223265455
2000,Quang Ngai,24.47,27.78,21.94,83.68,3216.02,Khoai,18.0,3.9,5.84,4.614201486798257
2000,Quang Ngai,24.47,27.78,21.94,83.68,3216.02,Lua dong xuan,137.2,33.9,5.84,4.047078257278546
2000,Quang Ngai,24.47,27.78,21.94,83.68,3216.02,Lua he thu,102.9,24.6,5.84,4.182756798504125
2000,Quang Ngai,24.47,27.78,21.94,83.68,3216.02,Lua mi,5.68e-14,0.0,5.84,5.68e-11
2000,Quang Ngai,24.47,27.78,21.94,83.68,3216.02,Lua mua,71.6,28.0,5.84,2.55705153387379
2000,Quang Ngai,24.47,27.78,21.94,83.68,3216.02,Ngo,24.9,7.7,5.84,3.2333463186599145
2000,Quang Ngai,24.47,27.78,21.94,83.68,3216.02,San,60.7,7.7,5.84,7.882093234644851
2001,Quang Ngai,24.72,28.2,22.07,83.26,2537.14,Khoai,14.7,3.1,6.129999999999999,4.74040632054176
2001,Quang Ngai,24.72,28.2,22.07,83.26,2537.14,Lua dong xuan,146.9,35.5,6.129999999999999,4.137911608123715
2001,Quang Ngai,24.72,28.2,22.07,83.26,2537.14,Lua he thu,101.0,23.7,6.129999999999999,4.261423568625796
2001,Quang Ngai,24.72,28.2,22.07,83.26,2537.14,Lua mi,0.0,0.0,6.129999999999999,0.0
2001,Quang Ngai,24.72,28.2,22.07,83.26,2537.14,Lua mua,57.6,20.2,6.129999999999999,2.85134399287164
2001,Quang Ngai,24.72,28.2,22.07,83.26,2537.14,Ngo,30.1,8.4,6.129999999999999,3.5829067968099038
2001,Quang Ngai,24.72,28.2,22.07,83.26,2537.14,San,119.7,11.7,6.129999999999999,10.22989488077942
2002,Quang Ngai,24.9,28.52,22.23,81.84,2461.61,Khoai,12.1,2.5,6.289999999999999,4.8380647740903635
2002,Quang Ngai,24.9,28.52,22.23,81.84,2461.61,Lua dong xuan,162.5,35.5,6.289999999999999,4.577335849694375
2002,Quang Ngai,24.9,28.52,22.23,81.84,2461.61,Lua he thu,106.6,24.8,6.289999999999999,4.2982137817023505
2002,Quang Ngai,24.9,28.52,22.23,81.84,2461.61,Lua mi,0.0,0.0,6.289999999999999,0.0
2002,Quang Ngai,24.9,28.52,22.23,81.84,2461.61,Lua mua,60.4,20.9,6.289999999999999,2.889813884503134
2002,Quang Ngai,24.9,28.52,22.23,81.84,2461.61,Ngo,32.7,8.4,6.289999999999999,3.892393762647304
2002,Quang Ngai,24.9,28.52,22.23,81.84,2461.61,San,158.4,14.0,6.289999999999999,11.313477608742232
2003,Quang Ngai,24.76,28.47,21.98,82.24,2644.79,Khoai,8.6,1.9,6.489999999999998,4.523934771173066
2003,Quang Ngai,24.76,28.47,21.98,82.24,2644.79,Lua dong xuan,183.8,36.4,6.489999999999998,5.049311832092525
2003,Quang Ngai,24.76,28.47,21.98,82.24,2644.79,Lua he thu,128.3,25.5,6.489999999999998,5.03117524802949
2003,Quang Ngai,24.76,28.47,21.98,82.24,2644.79,Lua mi,5.68e-14,0.0,6.489999999999998,5.68e-11
2003,Quang Ngai,24.76,28.47,21.98,82.24,2644.79,Lua mua,53.3,18.4,6.489999999999998,2.896581707515896
2003,Quang Ngai,24.76,28.47,21.98,82.24,2644.79,Ngo,35.9,8.5,6.489999999999998,4.223032584401835
2003,Quang Ngai,24.76,28.47,21.98,82.24,2644.79,San,200.5,15.7,6.489999999999998,12.769887268326858
2004,Quang Ngai,24.47,28.12,21.54,81.84,2086.94,Khoai,5.3,1.2,6.580000000000002,4.412989175686928
2004,Quang Ngai,24.47,28.12,21.54,81.84,2086.94,Lua dong xuan,180.9,36.6,6.580000000000002,4.942487910166389
2004,Quang Ngai,24.47,28.12,21.54,81.84,2086.94,Lua he thu,148.7,27.4,6.580000000000002,5.426809240538667
2004,Quang Ngai,24.47,28.12,21.54,81.84,2086.94,Lua mi,0.0,0.0,6.580000000000002,0.0
2004,Quang Ngai,24.47,28.12,21.54,81.84,2086.94,Lua mua,32.9,11.2,6.580000000000002,2.9372377466297652
2004,Quang Ngai,24.47,28.12,21.54,81.84,2086.94,Ngo,42.3,9.5,6.580000000000002,4.452162930217872
2004,Quang Ngai,24.47,28.12,21.54,81.84,2086.94,San,245.7,16.3,6.580000000000002,15.072694926691614
2005,Quang Ngai,24.74,28.28,22.05,82.37,3005.73,Khoai,5.9,1.2,6.23,4.912572855953372
2005,Quang Ngai,24.74,28.28,22.05,82.37,3005.73,Lua dong xuan,186.0,36.7,6.23,5.067981798861067
2005,Quang Ngai,24.74,28.28,22.05,82.37,3005.73,Lua he thu,151.0,27.2,6.23,5.551266497555237
2005,Quang Ngai,24.74,28.28,22.05,82.37,3005.73,Lua mi,0.0,0.0,6.23,0.0
2005,Quang Ngai,24.74,28.28,22.05,82.37,3005.73,Lua mua,30.1,10.4,6.23,2.8939525045668684
2005,Quang Ngai,24.74,28.28,22.05,82.37,3005.73,Ngo,46.6,9.8,6.23,4.754616875828997
2005,Quang Ngai,24.74,28.28,22.05,82.37,3005.73,San,268.1,17.9,6.23,14.976816937601251
2006,Quang Ngai,24.89,28.49,22.13,82.12,2610.72,Khoai,5.3,1.1,6.359999999999999,4.813805631244323
2006,Quang Ngai,24.89,28.49,22.13,82.12,2610.72,Lua dong xuan,192.4,36.8,6.359999999999999,5.2281188011195345
2006,Quang Ngai,24.89,28.49,22.13,82.12,2610.72,Lua he thu,151.7,27.7,6.359999999999999,5.476336594346774
2006,Quang Ngai,24.89,28.49,22.13,82.12,2610.72,Lua mi,5.68e-14,0.0,6.359999999999999,5.68e-11
2006,Quang Ngai,24.89,28.49,22.13,82.12,2610.72,Lua mua,32.8,10.6,6.359999999999999,3.0940477313460995
2006,Quang Ngai,24.89,28.49,22.13,82.12,2610.72,Ngo,50.2,10.2,6.359999999999999,4.921086168022743
2006,Quang Ngai,24.89,28.49,22.13,82.12,2610.72,San,310.8,19.2,6.359999999999999,16.186656944950784
2007,Quang Ngai,24.59,28.09,21.92,83.18,3297.02,Khoai,5.2,1.0,6.169999999999998,5.194805194805195
2007,Quang Ngai,24.59,28.09,21.92,83.18,3297.02,Lua dong xuan,197.7,36.7,6.169999999999998,5.386774202337811
2007,Quang Ngai,24.59,28.09,21.92,83.18,3297.02,Lua he thu,152.4,27.1,6.169999999999998,5.6234087303051545
2007,Quang Ngai,24.59,28.09,21.92,83.18,3297.02,Lua mi,0.0,0.0,6.169999999999998,0.0
2007,Quang Ngai,24.59,28.09,21.92,83.18,3297.02,Lua mua,31.2,10.2,6.169999999999998,3.058523674149593
2007,Quang Ngai,24.59,28.09,21.92,83.18,3297.02,Ngo,52.9,10.6,6.169999999999998,4.990095274030752
2007,Quang Ngai,24.59,28.09,21.92,83.18,3297.02,San,322.2,19.3,6.169999999999998,16.693435573286358
2008,Quang Ngai,24.19,27.72,21.62,83.86,3408.35,Khoai,4.7,0.9,6.099999999999998,5.216426193118757
2008,Quang Ngai,24.19,27.72,21.62,83.86,3408.35,Lua dong xuan,159.6,36.3,6.099999999999998,4.396573097159858
2008,Quang Ngai,24.19,27.72,21.62,83.86,3408.35,Lua he thu,178.0,31.4,6.099999999999998,5.668609279959237
2008,Quang Ngai,24.19,27.72,21.62,83.86,3408.35,Lua mi,0.0,1.42e-14,6.099999999999998,0.0
2008,Quang Ngai,24.19,27.72,21.62,83.86,3408.35,Lua mua,16.8,6.1,6.099999999999998,2.753646943124078
2008,Quang Ngai,24.19,27.72,21.62,83.86,3408.35,Ngo,53.6,10.6,6.099999999999998,5.056126780492407
2008,Quang Ngai,24.19,27.72,21.62,83.86,3408.35,San,350.4,20.5,6.099999999999998,17.091849178088875
2009,Quang Ngai,24.73,28.27,22.02,83.01,3378.75,Khoai,3.4,0.7,6.25,4.85021398002853
2009,Quang Ngai,24.73,28.27,22.02,83.01,3378.75,Lua dong xuan,197.1,36.6,6.25,5.38509876779323
2009,Quang Ngai,24.73,28.27,22.02,83.01,3378.75,Lua he thu,165.0,31.7,6.25,5.204883126715246
2009,Quang Ngai,24.73,28.27,22.02,83.01,3378.75,Lua mi,0.0,0.0,6.25,0.0
2009,Quang Ngai,24.73,28.27,22.02,83.01,3378.75,Lua mua,7.9,4.2,6.25,1.8805046417519637
2009,Quang Ngai,24.73,28.27,22.02,83.01,3378.75,Ngo,50.2,10.8,6.25,4.647717803907046
2009,Quang Ngai,24.73,28.27,22.02,83.01,3378.75,San,286.7,19.4,6.25,14.777588784083294
2010,Quang Ngai,25.32,29.04,22.55,82.27,2940.88,Khoai,4.2,0.7,6.489999999999998,5.991440798858773
2010,Quang Ngai,25.32,29.04,22.55,82.27,2940.88,Lua dong xuan,205.5,37.0,6.489999999999998,5.553903948541931
2010,Quang Ngai,25.32,29.04,22.55,82.27,2940.88,Lua he thu,175.4,31.7,6.489999999999998,5.532948487429419
2010,Quang Ngai,25.32,29.04,22.55,82.27,2940.88,Lua mi,0.0,0.0,6.489999999999998,0.0
2010,Quang Ngai,25.32,29.04,22.55,82.27,2940.88,Lua mua,10.3,4.0,6.489999999999998,2.5743564108972756
2010,Quang Ngai,25.32,29.04,22.55,82.27,2940.88,Ngo,51.8,10.3,6.489999999999998,5.028637996311038
2010,Quang Ngai,25.32,29.04,22.55,82.27,2940.88,San,332.7,19.3,6.489999999999998,17.237448836847832
2011,Quang Ngai,24.25,27.47,21.74,83.06,3413.58,Khoai,3.7,0.6,5.73,6.156405990016639
2011,Quang Ngai,24.25,27.47,21.74,83.06,3413.58,Lua dong xuan,187.3,37.0,5.73,5.0620253506661985
2011,Quang Ngai,24.25,27.47,21.74,83.06,3413.58,Lua he thu,183.1,31.9,5.73,5.739631986458105
2011,Quang Ngai,24.25,27.47,21.74,83.06,3413.58,Lua mi,0.0,0.0,5.73,0.0
2011,Quang Ngai,24.25,27.47,21.74,83.06,3413.58,Lua mua,10.0,3.6,5.73,2.77700638711469
2011,Quang Ngai,24.25,27.47,21.74,83.06,3413.58,Ngo,52.6,10.2,5.73,5.1563572198804035
2011,Quang Ngai,24.25,27.47,21.74,83.06,3413.58,San,367.3,21.5,5.73,17.082926375517417
2012,Quang Ngai,25.25,28.76,22.56,82.44,2255.68,Khoai,4.1,0.7,6.200000000000003,5.848787446504993
2012,Quang Ngai,25.25,28.76,22.56,82.44,2255.68,Lua dong xuan,211.3,37.6,6.200000000000003,5.61953139544161
2012,Quang Ngai,25.25,28.76,22.56,82.44,2255.68,Lua he thu,188.4,33.2,6.200000000000003,5.674527875666396
2012,Quang Ngai,25.25,28.76,22.56,82.44,2255.68,Lua mi,0.0,0.0,6.200000000000003,0.0
2012,Quang Ngai,25.25,28.76,22.56,82.44,2255.68,Lua mua,7.1,2.7,6.200000000000003,2.6286560533135876
2012,Quang Ngai,25.25,28.76,22.56,82.44,2255.68,Ngo,55.3,10.6,6.200000000000003,5.216489010470711
2012,Quang Ngai,25.25,28.76,22.56,82.44,2255.68,San,391.1,21.5,6.200000000000003,18.189851634807685
2013,Quang Ngai,24.83,28.14,22.21,82.86,2918.23,Khoai,3.7,0.6,5.93,6.156405990016639
2013,Quang Ngai,24.83,28.14,22.21,82.86,2918.23,Lua dong xuan,221.0,38.9,5.93,5.681087889771471
2013,Quang Ngai,24.83,28.14,22.21,82.86,2918.23,Lua he thu,186.7,33.9,5.93,5.507212176631958
2013,Quang Ngai,24.83,28.14,22.21,82.86,2918.23,Lua mi,0.0,1.42e-14,5.93,0.0
2013,Quang Ngai,24.83,28.14,22.21,82.86,2918.23,Lua mua,4.6,2.0,5.93,2.2988505747126435
